user_id,image_no,desktop_rating,gender,qualification,mobile_rating,age
u21,10,1,1,1,8,16
u22,10,10,0,1,2,15
u23,10,1,0,1,2,15
u24,10,3,0,1,1,16
u25,10,5,0,1,7,11
u26,10,7,0,1,9,16
u27,10,10,0,1,9,20
u28,10,9,1,1,8,18
u29,10,8,0,1,10,20
u30,10,5,0,1,8,20
u31,10,9,0,1,9,20
u32,10,4,0,1,8,18
u33,10,8,1,1,4,18
u34,10,7,1,1,7,15
u35,10,6,0,1,6,13
u36,10,2,0,1,1,8
u37,10,4,0,1,3,10
u38,10,5,0,1,6,10
u39,10,4,0,1,3,6
u40,10,1,1,2,8,60
u41,10,10,1,2,8,53
u42,10,3,1,0,7,55
u43,10,5,1,0,7,44
u44,10,10,1,2,9,47
u45,10,1,1,2,2,48
u46,10,4,0,2,5,48
u47,10,4,1,0,4,48
u48,10,10,0,2,9,38
u49,10,5,1,0,8,35
u50,10,7,1,1,7,32
u51,10,6,1,1,6,30
u52,10,4,1,0,9,26
u53,10,9,1,1,10,24
u54,10,8,0,1,8,24
u55,10,6,0,1,7,27
u56,10,7,1,1,6,27
u57,10,9,1,1,8,24
u58,10,8,1,1,8,22
u59,10,6,0,2,4,29
u60,10,7,0,1,6,23
u61,10,6,0,1,9,21
u62,10,7,0,1,4,22
u63,10,5,0,1,4,22
u64,10,4,0,1,4,21
u65,10,8,0,1,8,22
u66,10,8,0,1,7,24
u67,10,5,0,1,6,25
u68,10,2,0,1,3,21
u69,10,9,0,1,7,29
u70,10,10,0,1,10,22
u71,10,8,0,1,7,21
u72,10,8,1,1,5,22
u73,10,7,1,1,9,23
u74,10,9,1,1,1,16
u75,10,7,1,1,1,23
u76,10,3,0,1,9,23
u77,10,4,1,1,2,19
u78,10,6,1,1,6,17
u79,10,4,1,1,2,16
u80,10,4,1,1,1,18
u81,10,8,1,1,2,18
u82,10,5,1,1,5,17
u83,10,9,0,1,4,20
u84,10,4,0,1,7,20
u85,10,3,0,1,3,18
u86,10,8,0,1,7,21
u87,10,2,0,1,1,19
u88,10,5,0,1,8,23
u89,10,5,0,1,4,19
u90,10,4,0,1,3,20
u91,10,9,1,1,6,23
u92,10,10,0,1,6,20
u93,10,4,0,1,2,18
u94,10,8,0,1,3,21
u95,10,2,0,1,10,21
u96,10,2,0,1,10,22
u97,10,3,1,1,7,21
u98,10,4,1,1,7,23
u99,10,5,1,1,6,22
u100,10,7,1,1,6,23
u1,11,6,1,1,5,23
u2,11,5,0,2,5,58
u3,11,5,1,0,5,84
u4,11,5,1,0,8,47
u5,11,9,1,1,4,16
u6,11,5,1,1,6,16
u7,11,6,1,1,5,16
u8,11,1,1,1,5,15
u9,11,3,0,1,6,15
u10,11,1,0,1,2,16
u11,11,5,0,1,3,16
u12,11,1,0,1,4,16
u13,11,4,0,1,7,16
u14,11,7,0,1,4,16
u15,11,2,1,1,2,17
u16,11,3,1,1,6,15
u17,11,1,1,1,6,15
u18,11,7,1,1,7,15
u19,11,10,1,1,10,15
u20,11,7,1,1,2,16
u21,11,2,1,1,8,16
u22,11,10,0,1,1,15
u23,11,2,0,1,3,15
u24,11,2,0,1,2,16
u25,11,5,0,1,8,11
u26,11,7,0,1,9,16
u27,11,9,0,1,9,20
u28,11,8,1,1,7,18
u29,11,6,0,1,10,20
u30,11,6,0,1,8,20
u31,11,9,0,1,9,20
u32,11,3,0,1,8,18
u33,11,3,1,1,2,18
u34,11,6,1,1,5,15
u35,11,6,0,1,7,13
u36,11,7,0,1,5,8
u37,11,3,0,1,5,10
u38,11,3,0,1,7,10
u39,11,6,0,1,5,6
u40,11,4,1,2,9,60
u41,11,6,1,2,9,53
u42,11,9,1,0,7,55
u43,11,10,1,0,8,44
u44,11,3,1,2,5,47
u45,11,1,1,2,3,48
u46,11,6,0,2,1,48
u47,11,2,1,0,5,48
u48,11,5,0,2,8,38
u49,11,7,1,0,8,35
u50,11,10,1,1,10,32
u51,11,8,1,1,7,30
u52,11,4,1,0,5,26
u53,11,9,1,1,8,24
u54,11,8,0,1,6,24
u55,11,5,0,1,5,27
u56,11,9,1,1,8,27
u57,11,3,1,1,7,24
u58,11,7,1,1,8,22
u59,11,7,0,2,5,29
u60,11,7,0,1,8,23
u61,11,6,0,1,4,21
u62,11,6,0,1,6,22
u63,11,4,0,1,5,22
u64,11,5,0,1,4,21
u65,11,4,0,1,3,22
u66,11,4,0,1,5,24
u67,11,6,0,1,5,25
u68,11,1,0,1,4,21
u69,11,8,0,1,9,29
u70,11,8,0,1,9,22
u71,11,8,0,1,9,21
u72,11,6,1,1,6,22
u73,11,8,1,1,8,23
u74,11,9,1,1,7,16
u75,11,1,1,1,3,23
u76,11,1,0,1,10,23
u77,11,5,1,1,3,19
u78,11,3,1,1,8,17
u79,11,7,1,1,9,16
u80,11,1,1,1,5,18
u81,11,4,1,1,1,18
u82,11,8,1,1,2,17
u83,11,4,0,1,10,20
u84,11,6,0,1,5,20
u85,11,8,0,1,4,18
u86,11,10,0,1,5,21
u87,11,4,0,1,2,19
u88,11,4,0,1,5,23
u89,11,6,0,1,4,19
u90,11,8,0,1,5,20
u91,11,10,1,1,6,23
u92,11,10,0,1,6,20
u93,11,4,0,1,3,18
u94,11,10,0,1,6,21
u95,11,2,0,1,1,21
u96,11,7,0,1,1,22
u97,11,6,1,1,2,21
u98,11,4,1,1,6,23
u99,11,6,1,1,4,22
u100,11,10,1,1,8,23
u1,12,9,1,1,7,23
u2,12,5,0,2,4,58
u3,12,5,1,0,6,84
u4,12,9,1,0,9,47
u5,12,6,1,1,3,16
u6,12,6,1,1,7,16
u7,12,6,1,1,6,16
u8,12,6,1,1,6,15
u9,12,4,0,1,5,15
u10,12,6,0,1,3,16
u11,12,6,0,1,1,16
u12,12,5,0,1,1,16
u13,12,7,0,1,6,16
u14,12,9,0,1,3,16
u15,12,5,1,1,6,17
u16,12,5,1,1,4,15
u17,12,6,1,1,7,15
u18,12,2,1,1,9,15
u19,12,5,1,1,5,15
u20,12,8,1,1,4,16
u21,12,4,1,1,9,16
u22,12,9,0,1,1,15
u23,12,3,0,1,4,15
u24,12,1,0,1,3,16
u25,12,5,0,1,9,11
u26,12,9,0,1,8,16
u27,12,8,0,1,6,20
u28,12,10,1,1,8,18
u29,12,7,0,1,8,20
u30,12,6,0,1,7,20
u31,12,10,0,1,9,20
u32,12,5,0,1,6,18
u33,12,5,1,1,3,18
u34,12,6,1,1,8,15
u35,12,10,0,1,8,13
u36,12,1,0,1,1,8
u37,12,2,0,1,2,10
u38,12,2,0,1,3,10
u39,12,1,0,1,1,6
u40,12,5,1,2,7,60
u41,12,8,1,2,10,53
u42,12,10,1,0,8,55
u43,12,6,1,0,7,44
u44,12,3,1,2,3,47
u45,12,2,1,2,2,48
u46,12,2,0,2,1,48
u47,12,4,1,0,6,48
u48,12,3,0,2,7,38
u49,12,5,1,0,9,35
u50,12,4,1,1,6,32
u51,12,8,1,1,8,30
u52,12,6,1,0,8,26
u53,12,10,1,1,7,24
u54,12,6,0,1,9,24
u55,12,7,0,1,8,27
u56,12,8,1,1,8,27
u57,12,1,1,1,4,24
u58,12,9,1,1,9,22
u59,12,7,0,2,9,29
u60,12,7,0,1,8,23
u61,12,8,0,1,7,21
u62,12,7,0,1,7,22
u63,12,4,0,1,4,22
u64,12,7,0,1,6,21
u65,12,8,0,1,7,22
u66,12,8,0,1,8,24
u67,12,7,0,1,7,25
u68,12,3,0,1,2,21
u69,12,9,0,1,8,29
u70,12,9,0,1,8,22
u71,12,6,0,1,7,21
u72,12,8,1,1,6,22
u73,12,7,1,1,7,23
u74,12,2,1,1,3,16
u75,12,3,1,1,9,23
u76,12,4,0,1,9,23
u77,12,7,1,1,5,19
u78,12,7,1,1,8,17
u79,12,6,1,1,5,16
u80,12,6,1,1,6,18
u81,12,7,1,1,3,18
u82,12,3,1,1,8,17
u83,12,2,0,1,9,20
u84,12,1,0,1,2,20
u85,12,2,0,1,6,18
u86,12,7,0,1,9,21
u87,12,3,0,1,3,19
u88,12,3,0,1,2,23
u89,12,7,0,1,4,19
u90,12,6,0,1,8,20
u91,12,10,1,1,10,23
u92,12,9,0,1,5,20
u93,12,2,0,1,4,18
u94,12,9,0,1,5,21
u95,12,3,0,1,2,21
u96,12,9,0,1,6,22
u97,12,8,1,1,6,21
u98,12,6,1,1,7,23
u99,12,7,1,1,5,22
u100,12,10,1,1,8,23
u1,13,4,1,1,9,23
u2,13,6,0,2,5,58
u3,13,6,1,0,6,84
u4,13,9,1,0,8,47
u5,13,7,1,1,4,16
u6,13,7,1,1,8,16
u7,13,9,1,1,7,16
u8,13,4,1,1,7,15
u9,13,5,0,1,1,15
u10,13,3,0,1,4,16
u11,13,3,0,1,3,16
u12,13,6,0,1,3,16
u13,13,5,0,1,1,16
u14,13,7,0,1,4,16
u15,13,3,1,1,9,17
u16,13,6,1,1,7,15
u17,13,9,1,1,9,15
u18,13,5,1,1,2,15
u19,13,8,1,1,9,15
u20,13,9,1,1,6,16
u21,13,5,1,1,9,16
u22,13,8,0,1,2,15
u23,13,4,0,1,5,15
u24,13,2,0,1,4,16
u25,13,5,0,1,9,11
u26,13,10,0,1,7,16
u27,13,8,0,1,7,20
u28,13,9,1,1,10,18
u29,13,6,0,1,9,20
u30,13,7,0,1,8,20
u31,13,10,0,1,9,20
u32,13,4,0,1,4,18
u33,13,7,1,1,5,18
u34,13,8,1,1,7,15
u35,13,9,0,1,9,13
u36,13,5,0,1,4,8
u37,13,1,0,1,1,10
u38,13,1,0,1,5,10
u39,13,5,0,1,5,6
u40,13,8,1,2,10,60
u41,13,9,1,2,7,53
u42,13,10,1,0,8,55
u43,13,8,1,0,6,44
u44,13,1,1,2,3,47
u45,13,5,1,2,5,48
u46,13,8,0,2,2,48
u47,13,2,1,0,7,48
u48,13,1,0,2,2,38
u49,13,8,1,0,6,35
u50,13,9,1,1,4,32
u51,13,7,1,1,9,30
u52,13,6,1,0,7,26
u53,13,10,1,1,10,24
u54,13,6,0,1,5,24
u55,13,7,0,1,6,27
u56,13,8,1,1,7,27
u57,13,5,1,1,5,24
u58,13,9,1,1,9,22
u59,13,6,0,2,5,29
u60,13,8,0,1,9,23
u61,13,7,0,1,7,21
u62,13,6,0,1,5,22
u63,13,5,0,1,5,22
u64,13,6,0,1,6,21
u65,13,7,0,1,4,22
u66,13,6,0,1,6,24
u67,13,7,0,1,8,25
u68,13,3,0,1,4,21
u69,13,4,0,1,5,29
u70,13,7,0,1,6,22
u71,13,10,0,1,8,21
u72,13,7,1,1,7,22
u73,13,6,1,1,7,23
u74,13,6,1,1,5,16
u75,13,3,1,1,1,23
u76,13,2,0,1,8,23
u77,13,2,1,1,7,19
u78,13,8,1,1,6,17
u79,13,8,1,1,3,16
u80,13,3,1,1,4,18
u81,13,3,1,1,2,18
u82,13,10,1,1,6,17
u83,13,1,0,1,6,20
u84,13,3,0,1,9,20
u85,13,10,0,1,1,18
u86,13,5,0,1,10,21
u87,13,2,0,1,4,19
u88,13,2,0,1,3,23
u89,13,8,0,1,4,19
u90,13,3,0,1,6,20
u91,13,8,1,1,10,23
u92,13,9,0,1,2,20
u93,13,3,0,1,8,18
u94,13,7,0,1,2,21
u95,13,4,0,1,3,21
u96,13,5,0,1,9,22
u97,13,5,1,1,4,21
u98,13,7,1,1,7,23
u99,13,8,1,1,4,22
u100,13,9,1,1,8,23
u1,14,6,1,1,6,23
u2,14,7,0,2,5,58
u3,14,5,1,0,5,84
u4,14,7,1,0,9,47
u5,14,8,1,1,5,16
u6,14,8,1,1,8,16
u7,14,7,1,1,8,16
u8,14,10,1,1,7,15
u9,14,6,0,1,6,15
u10,14,1,0,1,5,16
u11,14,1,0,1,5,16
u12,14,7,0,1,6,16
u13,14,2,0,1,1,16
u14,14,5,0,1,3,16
u15,14,6,1,1,2,17
u16,14,7,1,1,2,15
u17,14,10,1,1,10,15
u18,14,8,1,1,6,15
u19,14,4,1,1,1,15
u20,14,10,1,1,8,16
u21,14,7,1,1,9,16
u22,14,7,0,1,3,15
u23,14,5,0,1,6,15
u24,14,3,0,1,5,16
u25,14,6,0,1,8,11
u26,14,9,0,1,8,16
u27,14,9,0,1,8,20
u28,14,9,1,1,8,18
u29,14,7,0,1,9,20
u30,14,5,0,1,7,20
u31,14,8,0,1,8,20
u32,14,6,0,1,8,18
u33,14,8,1,1,6,18
u34,14,8,1,1,9,15
u35,14,8,0,1,10,13
u36,14,5,0,1,6,8
u37,14,5,0,1,2,10
u38,14,5,0,1,8,10
u39,14,6,0,1,6,6
u40,14,7,1,2,6,60
u41,14,7,1,2,8,53
u42,14,5,1,0,9,55
u43,14,5,1,0,7,44
u44,14,2,1,2,1,47
u45,14,6,1,2,5,48
u46,14,1,0,2,4,48
u47,14,1,1,0,8,48
u48,14,2,0,2,3,38
u49,14,6,1,0,7,35
u50,14,5,1,1,8,32
u51,14,8,1,1,8,30
u52,14,7,1,0,6,26
u53,14,10,1,1,9,24
u54,14,9,0,1,8,24
u55,14,7,0,1,7,27
u56,14,6,1,1,6,27
u57,14,6,1,1,3,24
u58,14,7,1,1,8,22
u59,14,6,0,2,8,29
u60,14,7,0,1,8,23
u61,14,7,0,1,7,21
u62,14,5,0,1,6,22
u63,14,5,0,1,4,22
u64,14,6,0,1,5,21
u65,14,6,0,1,4,22
u66,14,3,0,1,5,24
u67,14,7,0,1,5,25
u68,14,1,0,1,5,21
u69,14,6,0,1,6,29
u70,14,6,0,1,8,22
u71,14,10,0,1,8,21
u72,14,7,1,1,5,22
u73,14,5,1,1,7,23
u74,14,1,1,1,4,16
u75,14,10,1,1,7,23
u76,14,7,0,1,7,23
u77,14,10,1,1,9,19
u78,14,9,1,1,7,17
u79,14,3,1,1,7,16
u80,14,7,1,1,6,18
u81,14,8,1,1,1,18
u82,14,6,1,1,2,17
u83,14,3,0,1,5,20
u84,14,8,0,1,1,20
u85,14,5,0,1,5,18
u86,14,3,0,1,7,21
u87,14,3,0,1,3,19
u88,14,1,0,1,5,23
u89,14,9,0,1,5,19
u90,14,5,0,1,4,20
u91,14,5,1,1,8,23
u92,14,10,0,1,2,20
u93,14,2,0,1,3,18
u94,14,5,0,1,5,21
u95,14,3,0,1,2,21
u96,14,1,0,1,4,22
u97,14,4,1,1,9,21
u98,14,6,1,1,7,23
u99,14,6,1,1,3,22
u100,14,9,1,1,7,23
u1,15,8,1,1,8,23
u2,15,6,0,2,5,58
u3,15,6,1,0,7,84
u4,15,6,1,0,8,47
u5,15,9,1,1,6,16
u6,15,9,1,1,9,16
u7,15,8,1,1,9,16
u8,15,1,1,1,8,15
u9,15,7,0,1,4,15
u10,15,8,0,1,6,16
u11,15,7,0,1,6,16
u12,15,8,0,1,1,16
u13,15,3,0,1,1,16
u14,15,6,0,1,4,16
u15,15,5,1,1,3,17
u16,15,8,1,1,3,15
u17,15,7,1,1,4,15
u18,15,3,1,1,1,15
u19,15,6,1,1,3,15
u20,15,2,1,1,10,16
u21,15,10,1,1,9,16
u22,15,6,0,1,4,15
u23,15,6,0,1,7,15
u24,15,4,0,1,6,16
u25,15,6,0,1,6,11
u26,15,8,0,1,9,16
u27,15,8,0,1,8,20
u28,15,10,1,1,7,18
u29,15,9,0,1,10,20
u30,15,5,0,1,9,20
u31,15,4,0,1,9,20
u32,15,8,0,1,8,18
u33,15,8,1,1,7,18
u34,15,5,1,1,5,15
u35,15,7,0,1,6,13
u36,15,4,0,1,5,8
u37,15,6,0,1,5,10
u38,15,7,0,1,9,10
u39,15,5,0,1,5,6
u40,15,5,1,2,8,60
u41,15,10,1,2,9,53
u42,15,7,1,0,9,55
u43,15,7,1,0,8,44
u44,15,1,1,2,5,47
u45,15,8,1,2,7,48
u46,15,2,0,2,6,48
u47,15,6,1,0,10,48
u48,15,2,0,2,3,38
u49,15,7,1,0,7,35
u50,15,6,1,1,2,32
u51,15,6,1,1,9,30
u52,15,7,1,0,6,26
u53,15,8,1,1,8,24
u54,15,10,0,1,9,24
u55,15,7,0,1,6,27
u56,15,6,1,1,8,27
u57,15,7,1,1,4,24
u58,15,7,1,1,8,22
u59,15,6,0,2,7,29
u60,15,8,0,1,9,23
u61,15,7,0,1,8,21
u62,15,6,0,1,5,22
u63,15,5,0,1,4,22
u64,15,8,0,1,7,21
u65,15,7,0,1,7,22
u66,15,9,0,1,9,24
u67,15,6,0,1,6,25
u68,15,1,0,1,5,21
u69,15,5,0,1,6,29
u70,15,8,0,1,7,22
u71,15,9,0,1,9,21
u72,15,6,1,1,5,22
u73,15,6,1,1,8,23
u74,15,6,1,1,6,16
u75,15,5,1,1,5,23
u76,15,9,0,1,6,23
u77,15,4,1,1,2,19
u78,15,1,1,1,8,17
u79,15,5,1,1,3,16
u80,15,4,1,1,3,18
u81,15,6,1,1,1,18
u82,15,2,1,1,9,17
u83,15,5,0,1,2,20
u84,15,5,0,1,3,20
u85,15,1,0,1,9,18
u86,15,4,0,1,5,21
u87,15,1,0,1,5,19
u88,15,1,0,1,6,23
u89,15,10,0,1,6,19
u90,15,7,0,1,7,20
u91,15,1,1,1,9,23
u92,15,8,0,1,3,20
u93,15,1,0,1,7,18
u94,15,4,0,1,1,21
u95,15,6,0,1,3,21
u96,15,2,0,1,6,22
u97,15,7,1,1,8,21
u98,15,8,1,1,6,23
u99,15,6,1,1,8,22
u100,15,8,1,1,6,23
u1,16,5,1,1,10,23
u2,16,8,0,2,6,58
u3,16,7,1,0,7,84
u4,16,9,1,0,7,47
u5,16,10,1,1,7,16
u6,16,10,1,1,10,16
u7,16,9,1,1,10,16
u8,16,3,1,1,9,15
u9,16,8,0,1,10,15
u10,16,9,0,1,7,16
u11,16,5,0,1,2,16
u12,16,9,0,1,3,16
u13,16,4,0,1,1,16
u14,16,7,0,1,8,16
u15,16,3,1,1,7,17
u16,16,8,1,1,1,15
u17,16,4,1,1,1,15
u18,16,1,1,1,8,15
u19,16,1,1,1,5,15
u20,16,3,1,1,1,16
u21,16,10,1,1,9,16
u22,16,5,0,1,5,15
u23,16,7,0,1,8,15
u24,16,5,0,1,7,16
u25,16,5,0,1,5,11
u26,16,7,0,1,8,16
u27,16,9,0,1,10,20
u28,16,9,1,1,9,18
u29,16,10,0,1,9,20
u30,16,6,0,1,9,20
u31,16,6,0,1,9,20
u32,16,3,0,1,3,18
u33,16,9,1,1,8,18
u34,16,6,1,1,3,15
u35,16,6,0,1,5,13
u36,16,3,0,1,2,8
u37,16,7,0,1,5,10
u38,16,6,0,1,8,10
u39,16,3,0,1,3,6
u40,16,6,1,2,10,60
u41,16,8,1,2,10,53
u42,16,4,1,0,9,55
u43,16,5,1,0,9,44
u44,16,5,1,2,9,47
u45,16,6,1,2,8,48
u46,16,5,0,2,4,48
u47,16,6,1,0,9,48
u48,16,3,0,2,3,38
u49,16,10,1,0,5,35
u50,16,9,1,1,7,32
u51,16,7,1,1,10,30
u52,16,7,1,0,5,26
u53,16,7,1,1,7,24
u54,16,10,0,1,8,24
u55,16,9,0,1,7,27
u56,16,7,1,1,7,27
u57,16,7,1,1,5,24
u58,16,8,1,1,8,22
u59,16,6,0,2,7,29
u60,16,6,0,1,8,23
u61,16,6,0,1,8,21
u62,16,6,0,1,8,22
u63,16,4,0,1,4,22
u64,16,6,0,1,6,21
u65,16,3,0,1,6,22
u66,16,7,0,1,8,24
u67,16,8,0,1,8,25
u68,16,4,0,1,6,21
u69,16,7,0,1,5,29
u70,16,9,0,1,9,22
u71,16,10,0,1,8,21
u72,16,9,1,1,5,22
u73,16,8,1,1,9,23
u74,16,7,1,1,9,16
u75,16,3,1,1,9,23
u76,16,6,0,1,5,23
u77,16,1,1,1,4,19
u78,16,4,1,1,9,17
u79,16,8,1,1,9,16
u80,16,1,1,1,1,18
u81,16,6,1,1,3,18
u82,16,9,1,1,7,17
u83,16,3,0,1,5,20
u84,16,10,0,1,6,20
u85,16,6,0,1,3,18
u86,16,9,0,1,8,21
u87,16,4,0,1,3,19
u88,16,1,0,1,8,23
u89,16,9,0,1,6,19
u90,16,4,0,1,9,20
u91,16,4,1,1,6,23
u92,16,5,0,1,2,20
u93,16,3,0,1,10,18
u94,16,3,0,1,2,21
u95,16,7,0,1,2,21
u96,16,5,0,1,8,22
u97,16,6,1,1,5,21
u98,16,6,1,1,5,23
u99,16,10,1,1,8,22
u100,16,8,1,1,6,23
u1,17,6,1,1,5,23
u2,17,8,0,2,4,58
u3,17,7,1,0,6,84
u4,17,9,1,0,4,47
u5,17,9,1,1,8,16
u6,17,10,1,1,10,16
u7,17,9,1,1,10,16
u8,17,2,1,1,9,15
u9,17,9,0,1,1,15
u10,17,2,0,1,6,16
u11,17,8,0,1,5,16
u12,17,10,0,1,5,16
u13,17,5,0,1,2,16
u14,17,8,0,1,4,16
u15,17,7,1,1,4,17
u16,17,1,1,1,2,15
u17,17,1,1,1,1,15
u18,17,10,1,1,9,15
u19,17,10,1,1,10,15
u20,17,4,1,1,2,16
u21,17,9,1,1,7,16
u22,17,4,0,1,6,15
u23,17,8,0,1,9,15
u24,17,6,0,1,8,16
u25,17,6,0,1,5,11
u26,17,7,0,1,7,16
u27,17,10,0,1,9,20
u28,17,8,1,1,8,18
u29,17,7,0,1,8,20
u30,17,6,0,1,8,20
u31,17,7,0,1,9,20
u32,17,10,0,1,5,18
u33,17,3,1,1,6,18
u34,17,7,1,1,6,15
u35,17,5,0,1,7,13
u36,17,2,0,1,1,8
u37,17,8,0,1,6,10
u38,17,5,0,1,7,10
u39,17,2,0,1,2,6
u40,17,2,1,2,7,60
u41,17,9,1,2,8,53
u42,17,10,1,0,10,55
u43,17,8,1,0,7,44
u44,17,6,1,2,7,47
u45,17,9,1,2,9,48
u46,17,5,0,2,4,48
u47,17,7,1,0,1,48
u48,17,6,0,2,5,38
u49,17,5,1,0,5,35
u50,17,8,1,1,9,32
u51,17,9,1,1,8,30
u52,17,7,1,0,8,26
u53,17,6,1,1,5,24
u54,17,8,0,1,8,24
u55,17,8,0,1,8,27
u56,17,7,1,1,9,27
u57,17,6,1,1,4,24
u58,17,7,1,1,8,22
u59,17,7,0,2,5,29
u60,17,7,0,1,7,23
u61,17,6,0,1,6,21
u62,17,8,0,1,7,22
u63,17,5,0,1,3,22
u64,17,5,0,1,7,21
u65,17,3,0,1,5,22
u66,17,6,0,1,8,24
u67,17,7,0,1,9,25
u68,17,3,0,1,6,21
u69,17,7,0,1,8,29
u70,17,10,0,1,9,22
u71,17,9,0,1,7,21
u72,17,3,1,1,6,22
u73,17,9,1,1,9,23
u74,17,4,1,1,9,16
u75,17,1,1,1,2,23
u76,17,4,0,1,4,23
u77,17,7,1,1,1,19
u78,17,7,1,1,4,17
u79,17,3,1,1,10,16
u80,17,2,1,1,2,18
u81,17,7,1,1,3,18
u82,17,4,1,1,5,17
u83,17,6,0,1,7,20
u84,17,1,0,1,9,20
u85,17,9,0,1,5,18
u86,17,5,0,1,10,21
u87,17,3,0,1,6,19
u88,17,2,0,1,9,23
u89,17,8,0,1,5,19
u90,17,9,0,1,5,20
u91,17,2,1,1,3,23
u92,17,6,0,1,9,20
u93,17,4,0,1,9,18
u94,17,1,0,1,4,21
u95,17,5,0,1,3,21
u96,17,10,0,1,2,22
u97,17,8,1,1,7,21
u98,17,3,1,1,4,23
u99,17,7,1,1,7,22
u100,17,9,1,1,8,23
u1,18,7,1,1,8,23
u2,18,6,0,2,5,58
u3,18,5,1,0,6,84
u4,18,8,1,0,5,47
u5,18,8,1,1,9,16
u6,18,9,1,1,10,16
u7,18,10,1,1,10,16
u8,18,5,1,1,8,15
u9,18,10,0,1,3,15
u10,18,5,0,1,6,16
u11,18,9,0,1,7,16
u12,18,8,0,1,6,16
u13,18,6,0,1,2,16
u14,18,9,0,1,9,16
u15,18,6,1,1,4,17
u16,18,4,1,1,3,15
u17,18,3,1,1,4,15
u18,18,5,1,1,5,15
u19,18,2,1,1,8,15
u20,18,5,1,1,3,16
u21,18,7,1,1,1,16
u22,18,3,0,1,7,15
u23,18,9,0,1,10,15
u24,18,7,0,1,9,16
u25,18,6,0,1,6,11
u26,18,8,0,1,8,16
u27,18,9,0,1,7,20
u28,18,9,1,1,8,18
u29,18,7,0,1,7,20
u30,18,6,0,1,7,20
u31,18,6,0,1,10,20
u32,18,8,0,1,1,18
u33,18,5,1,1,7,18
u34,18,5,1,1,5,15
u35,18,6,0,1,4,13
u36,18,5,0,1,5,8
u37,18,9,0,1,8,10
u38,18,3,0,1,6,10
u39,18,4,0,1,3,6
u40,18,1,1,2,6,60
u41,18,6,1,2,9,53
u42,18,8,1,0,10,55
u43,18,4,1,0,6,44
u44,18,7,1,2,5,47
u45,18,7,1,2,8,48
u46,18,10,0,2,9,48
u47,18,3,1,0,2,48
u48,18,6,0,2,8,38
u49,18,10,1,0,6,35
u50,18,10,1,1,9,32
u51,18,10,1,1,8,30
u52,18,7,1,0,9,26
u53,18,5,1,1,4,24
u54,18,7,0,1,8,24
u55,18,9,0,1,5,27
u56,18,7,1,1,8,27
u57,18,5,1,1,6,24
u58,18,7,1,1,8,22
u59,18,7,0,2,3,29
u60,18,8,0,1,7,23
u61,18,7,0,1,7,21
u62,18,4,0,1,9,22
u63,18,5,0,1,4,22
u64,18,5,0,1,8,21
u65,18,4,0,1,6,22
u66,18,8,0,1,8,24
u67,18,4,0,1,7,25
u68,18,1,0,1,4,21
u69,18,6,0,1,9,29
u70,18,10,0,1,8,22
u71,18,10,0,1,8,21
u72,18,9,1,1,7,22
u73,18,9,1,1,8,23
u74,18,9,1,1,7,16
u75,18,2,1,1,6,23
u76,18,2,0,1,3,23
u77,18,2,1,1,2,19
u78,18,1,1,1,6,17
u79,18,9,1,1,4,16
u80,18,1,1,1,2,18
u81,18,6,1,1,4,18
u82,18,6,1,1,2,17
u83,18,8,0,1,5,20
u84,18,9,0,1,7,20
u85,18,2,0,1,8,18
u86,18,7,0,1,6,21
u87,18,2,0,1,7,19
u88,18,3,0,1,2,23
u89,18,8,0,1,6,19
u90,18,9,0,1,3,20
u91,18,6,1,1,1,23
u92,18,6,0,1,5,20
u93,18,5,0,1,9,18
u94,18,2,0,1,6,21
u95,18,9,0,1,4,21
u96,18,8,0,1,8,22
u97,18,6,1,1,1,21
u98,18,5,1,1,7,23
u99,18,7,1,1,7,22
u100,18,8,1,1,9,23
u1,19,4,1,1,9,23
u2,19,6,0,2,4,58
u3,19,4,1,0,5,84
u4,19,9,1,0,5,47
u5,19,7,1,1,10,16
u6,19,7,1,1,9,16
u7,19,4,1,1,9,16
u8,19,1,1,1,7,15
u9,19,10,0,1,2,15
u10,19,10,0,1,6,16
u11,19,6,0,1,3,16
u12,19,1,0,1,8,16
u13,19,7,0,1,2,16
u14,19,10,0,1,7,16
u15,19,3,1,1,5,17
u16,19,2,1,1,4,15
u17,19,4,1,1,2,15
u18,19,2,1,1,2,15
u19,19,5,1,1,3,15
u20,19,6,1,1,4,16
u21,19,6,1,1,4,16
u22,19,2,0,1,8,15
u23,19,10,0,1,9,15
u24,19,8,0,1,10,16
u25,19,6,0,1,7,11
u26,19,9,0,1,9,16
u27,19,8,0,1,8,20
u28,19,9,1,1,10,18
u29,19,9,0,1,6,20
u30,19,5,0,1,8,20
u31,19,8,0,1,10,20
u32,19,1,0,1,2,18
u33,19,6,1,1,5,18
u34,19,7,1,1,6,15
u35,19,5,0,1,5,13
u36,19,7,0,1,7,8
u37,19,10,0,1,8,10
u38,19,7,0,1,5,10
u39,19,1,0,1,1,6
u40,19,1,1,2,5,60
u41,19,8,1,2,7,53
u42,19,2,1,0,10,55
u43,19,8,1,0,8,44
u44,19,5,1,2,3,47
u45,19,5,1,2,5,48
u46,19,7,0,2,5,48
u47,19,2,1,0,3,48
u48,19,9,0,2,8,38
u49,19,9,1,0,9,35
u50,19,5,1,1,5,32
u51,19,10,1,1,9,30
